	29.0157611	41.0002356
	29.0190656	40.9970247
	29.017795	40.9963387
	29.0175911	40.9962288
	29.0176261	40.9962028
	29.0175342	40.9961371
	29.0177367	40.9959954
	29.0178301	40.9960721
	29.0179066	40.9960669
	29.0179115	40.9960697
	29.0180082	40.9960265
	29.0184479	40.9955833
	29.018828	40.9957253
	29.0193134	40.9959144
	29.0195434	40.9960778
	29.0199683	40.9962097
	29.020762	40.996242
	29.0211681	40.9962291
	29.021408	40.9959695
	29.0215655	40.9960707
	29.0217129	40.9959488
	29.0224496	40.9959424
	29.0226335	40.9958408
	29.0227373	40.9958455
	29.0227723	40.995757
	29.0226519	40.9957436
	29.0226612	40.9956927
	29.0228994	40.9957085
	29.0229207	40.9955983
	29.0227176	40.99556
	29.0227447	40.9955097
	29.0228527	40.9955224
	29.0230997	40.9950361
	29.0237815	40.994901
	29.0239095	40.9946031
	29.0239895	40.9942769
	29.0240752	40.9937789
	29.0240781	40.993706
	29.0240671	40.9933454
	29.0238206	40.9930512
	29.0235011	40.9927097
	29.0233228	40.99247
	29.023221	40.9923349
	29.0232797	40.9923039
	29.0232193	40.9922462
	29.0232763	40.9922001
	29.0230814	40.9920977
	29.0227851	40.9919853
	29.0221648	40.9917697
	29.0218159	40.9916342
	29.0214389	40.9914969
	29.0205318	40.9911674
	29.0204755	40.9911443
	29.0202627	40.9910696
	29.0193028	40.991104
	29.0193115	40.9911821
	29.0190006	40.9913991
	29.0189326	40.9913529
	29.0184671	40.991036
	29.0181936	40.9911341
	29.0178866	40.9912404
	29.0178924	40.9912955
	29.017274	40.9915017
	29.0172145	40.9914069
	29.0169043	40.9915155
	29.0167461	40.9915697
	29.0165989	40.9916224
	29.016556	40.9916346
	29.0163862	40.9916869
	29.0162144	40.9917446
	29.0161063	40.9917802
	29.0160107	40.9918204
	29.0158809	40.9918893
	29.0156418	40.9920508
	29.0153962	40.9922157
	29.0148326	40.9926362
	29.0147473	40.9925907
	29.0147479	40.9925287
	29.0150854	40.992303
	29.0152487	40.9921904
	29.0154158	40.9920703
	29.0156914	40.9918659
	29.0158186	40.9917638
	29.0158801	40.9916412
	29.0159184	40.9915342
	29.0159409	40.9914746
	29.0159876	40.9914127
	29.0160568	40.9913385
	29.0161874	40.9911992
	29.0164901	40.9909122
	29.016765	40.9905354
	29.0169778	40.9901507
	29.0171076	40.9898583
	29.0171619	40.989628
	29.0172132	40.9894319
	29.0173403	40.9892331
	29.0182105	40.9880918
	29.0190428	40.9869315
	29.0192862	40.9864687
	29.0198036	40.9857272
	29.0201511	40.9851599
	29.0200615	40.9847159
	29.0202462	40.9841219
	29.0203345	40.9837422
	29.0203759	40.983582
	29.020375	40.9834156
	29.0203335	40.9827948
	29.0201056	40.9819272
	29.0200113	40.9816726
	29.0198316	40.9814238
