	29.0087126	41.025396
	29.008349	41.0250747
	29.0079648	41.0246499
	29.0076243	41.0242797
	29.0074098	41.0240569
	29.0071818	41.0237866
	29.0070365	41.0235315
	29.0069258	41.0232816
	29.0068518	41.0231595
	29.0067488	41.0231012
	29.0064398	41.0225443
	29.0063093	41.0223412
	29.0062939	41.0221234
	29.006358	41.0217987
	29.0064633	41.0214591
	29.0068029	41.0209899
	29.0068791	41.0209588
	29.0070754	41.0207018
	29.007021	41.0206431
	29.0075127	41.0200835
	29.0076596	41.019925
	29.0084351	41.0193304
	29.0085184	41.0193417
	29.0086211	41.0192273
	29.0086187	41.0190316
	29.0086603	41.0188322
	29.0084866	41.018751
	29.0085172	41.0186978
	29.0086603	41.0187085
	29.0086529	41.0186033
	29.0086211	41.0183929
	29.0086259	41.0180631
	29.0083447	41.0180218
	29.0082473	41.0180759
	29.008126	41.0185256
	29.0083691	41.0186365
	29.0083257	41.0186986
	29.007948	41.018595
	29.0080217	41.0182655
	29.0081785	41.0179347
	29.0083814	41.0178926
	29.0084401	41.017828
	29.008446	41.0177283
	29.0085233	41.0176194
	29.0087143	41.0175321
	29.0092379	41.0172277
	29.0095898	41.0169622
	29.0099881	41.0165421
	29.010313	41.0160759
	29.0105654	41.0156236
	29.0106736	41.0152656
	29.0107571	41.0148963
	29.0108881	41.0143718
	29.0109911	41.0137372
	29.0111505	41.0129903
	29.0110266	41.0129422
	29.0100303	41.013191
	29.0095092	41.0139146
	29.0094428	41.0138767
	29.0100349	41.0130004
	29.0106172	41.0128293
	29.0106152	41.0127826
	29.0108747	41.0126046
	29.0109846	41.0124632
	29.0110146	41.0123251
	29.0104653	41.0112112
	29.010302	41.0111376
	29.010258	41.0110582
	29.010121	41.0110748
	29.0100892	41.0110065
	29.0099946	41.0110059
	29.0099237	41.0108274
	29.0098988	41.0107643
	29.0096798	41.0108139
	29.0094245	41.0108616
	29.0091756	41.0109388
	29.0089196	41.0109548
	29.008896	41.0109117
	29.0094181	41.0106283
	29.0100515	41.0104624
	29.009994	41.0103455
	29.0097866	41.0099243
	29.0100344	41.0095251
	29.0098427	41.009463
	29.0096173	41.0096511
	29.0095544	41.0096293
	29.0098289	41.0092283
	29.0096267	41.0091578
	29.0093705	41.0093614
	29.0091609	41.0092061
	29.008087	41.0095183
	29.0071989	41.0109158
	29.0070715	41.0108636
	29.006983	41.0110027
	29.0068601	41.0109525
	29.0075788	41.0098223
	29.0073	41.0096975
	29.0074105	41.0095001
	29.0091757	41.0090004
	29.0103569	41.0072237
	29.0102347	41.0071007
	29.0067059	41.0074352
	29.0066611	41.0073035
	29.0083587	41.0048587
	29.01244	41.0044517
	29.0124275	41.004262
	29.0134669	41.0026265
	29.0133872	41.0025344
	29.0104854	41.0028165
	29.0103433	41.0026696
	29.0115514	41.0008972
	29.015483	41.0005265
	29.0157443	41.0002669
	29.0157611	41.0002356
	29.017645	41.0012922
	29.0189642	41.0000734
	29.0201198	40.9989566
	29.0206206	40.9989714
