"shapeid","OBJECTID","ILCEKN","ILCE_ADI","KIMLIKNO","AD","YAKA","KARAR_NO","KARAR_TARI","GLOBALID","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","TANITIMKOD","SHAPE_Leng","SHAPE_Area","area","perimeter" 
"218.0","219","2016","27","40344","NAMIK KEMAL","2","NULL","1899-12-30","{ADD019FA-3FEE-486C-B2F2-ACC60CE2286E}","NULL","NULL","NULL","NULL","2","2195.15652946","235282.509058","2.5187366190948524e-05","0.02242984443648266"
"219.0","220","1604","21","40658","BÜYÜKDERE","2","NULL","1899-12-30","{096253B7-E91D-43B1-A0AB-539738B8E111}","NULL","NULL","TERDEM","2017-03-06","0","6524.48763001","1184138.91176","0.00012702502033334895","0.06960250400321422"
"220.0","221","1183","7","40231","ARNAVUTKÖY","2","NULL","1899-12-30","{0A41CA07-D4EE-48C3-8EF1-FBF6CEFD3116}","NULL","NULL","TERDEM","2017-02-17","18","4325.09267426","449461.748547","4.814555052234937e-05","0.04505509780250727"
"221.0","222","1185","8","40244","GÖKSU","1","NULL","1899-12-30","{C9C04BCC-6F14-4F20-A4D9-5DE99A428703}","NULL","NULL","NULL","NULL","8","3780.37180363","734905.063476","7.87337188512538e-05","0.03971187187306612"
"222.0","223","2004","4","40157","BARBAROS","2","NULL","1899-12-30","{9559829C-3D04-456A-9593-2C302EC10B88}","NULL","NULL","NULL","NULL","3","3052.16711764","438286.802344","4.691531466960441e-05","0.03100499089088099"
"223.0","224","2004","4","40158","KAZIM KARABEKÝR","2","NULL","1899-12-30","{F36C7487-0252-4ABA-A8F6-D3AEF8B3CAC7}","NULL","NULL","NULL","NULL","4","3210.92339832","499716.925869","5.349240973373526e-05","0.03246038595153698"
"224.0","225","2004","4","40165","YAVUZ SELÝM","2","NULL","1899-12-30","{FD3203C5-2C0B-4918-9DAD-51128572B1ED}","NULL","NULL","NULL","NULL","11","3777.02300916","642141.215222","6.87484243826475e-05","0.03866213062346383"
"225.0","226","2012","19","40622","GÜLENSU","1","NULL","1899-12-30","{8E1BC7E6-D716-4905-BB65-85FFF42B6224}","NULL","NULL","NULL","NULL","12","5237.30611683","902146.383641","9.645176885442197e-05","0.054427062249733954"
"226.0","227","1185","8","40245","YENÝ MAHALLE","1","NULL","1899-12-30","{1C20CD89-EF05-4CA2-92DB-BB1524C65BAB}","NULL","NULL","NULL","NULL","9","9962.6818109","2446031.51116","0.0002620180374606207","0.10717580838924315"
"227.0","228","2048","33","40913","HADIMKÖY","2","NULL","1899-12-30","{9875EBFA-C361-4C1D-998D-656DCA001E5B}","NULL","NULL","MAKS","2016-01-28","12","18871.2234101","10068735.0418","0.0010799084135442172","0.1935970527271623"
"228.0","229","1823","18","40602","YEÞÝLOVA","2","NULL","1899-12-30","{4213CA20-1B56-4F96-B0AD-B78AF0A8321B}","NULL","NULL","NULL","NULL","26","3849.15709114","578131.959131","6.185164727412484e-05","0.037929681098187125"
"229.0","230","1852","24","98702","SÝTE","1","NULL","1899-12-30","{17A627DE-FD46-4D1D-BB02-D90B17AA4574}","NULL","NULL","TERDEM","2017-02-02","33","7016.45473069","2178057.36114","0.00023309383800551586","0.0723333392793765"
"230.0","231","1810","16","40537","EMNÝYET EVLERÝ","2","NULL","1899-12-30","{FFB9D2BD-1EAB-4982-B15A-9FAB7611C8E9}","NULL","NULL","NULL","NULL","3","1837.69997652","189698.07933","2.0325373952800874e-05","0.019348656477364924"
"231.0","232","1852","24","98693","FATÝH SULTAN MEHMET","1","NULL","1899-12-30","{D0DC4A10-05B2-4E67-8A89-ABABDA063879}","NULL","NULL","NULL","NULL","24","10164.0936877","4166337.85128","0.0004460990994630265","0.10093008207191423"
"232.0","233","1810","16","40548","SEYRANTEPE","2","NULL","1899-12-30","{2580A19D-206C-4CED-B646-A999BE0C4023}","NULL","NULL","TERDEM","2017-03-10","14","6136.18206311","1109656.1746","0.00011891293888766086","0.0643610195010623"
"233.0","234","2012","19","40611","KÜÇÜKYALI MERKEZ","1","NULL","1899-12-30","{FC98510B-333E-4AE3-9240-D25EC0BF0415}","NULL","NULL","TERDEM","2017-02-22","15","6855.83837341","1056134.13373","0.00011293162151559955","0.07111659625571655"
"234.0","235","1622","31","40933","FEVZÝPAÞA","2","NULL","1899-12-30","{05A9C8B7-B848-45ED-B200-092DE075765D}","NULL","NULL","NULL","NULL","3","19801.3474728","13825056.4019","0.0014805763159984053","0.20934419745477886"
"235.0","236","1852","24","98684","ADEM YAVUZ","1","NULL","1899-12-30","{6A8BD5A2-CAA5-4159-A571-D11C98BC6295}","NULL","NULL","NULL","NULL","15","4103.46073867","767253.55705","8.213116768729378e-05","0.04253197097443741"
"236.0","237","2054","39","40759","EMEK","1","NULL","1899-12-30","{AF1E48F1-A9C4-472E-A152-6C866FDEFA7B}","NULL","NULL","NULL","NULL","8","6524.54418657","1837106.89709","0.00019659491681522923","0.06804443371498106"
"237.0","238","2051","36","40876","SAHÝL","2","NULL","1899-12-30","{0361F470-C548-4B59-A254-52467CCE9DA9}","NULL","NULL","NULL","NULL","10","8632.15835688","1536320.15259","0.00016429624361080641","0.0923002209552908"
"238.0","239","1835","20","40650","ORHANGAZÝ","1","NULL","1899-12-30","{F6709D0E-F5D6-49C5-835C-A5E7DC18B0A1}","NULL","NULL","NULL","NULL","20","4059.24512762","819104.2709","8.748523566737276e-05","0.042888505114167946"
"239.0","240","2048","33","40495","FATÝH","2","NULL","1899-12-30","{9810A43A-02F1-4BD3-9B3C-FE5C56D7F7C6}","NULL","NULL","NULL","NULL","8","7579.19965396","2506333.16722","0.00026906848199814704","0.08005678476967916"
"240.0","241","1835","20","40626","DUMLUPINAR","1","NULL","1899-12-30","{3DEF40FA-13A6-4D75-8B54-E7347733D4E5}","NULL","NULL","NULL","NULL","8","4945.10096765","1422239.08769","0.00015194996490208723","0.05064538973006097"
"241.0","242","1708","25","40827","ÜNALAN","1","NULL","1899-12-30","{61259B31-49A4-4327-BA13-FD19742D97EC}","NULL","NULL","NULL","NULL","34","5232.41634654","1495437.22402","0.0001600272651103296","0.054102252753502104"
"242.0","243","2049","34","98687","AÞIKVEYSEL","1","NULL","1899-12-30","{9BA806A1-C1FF-4CD9-811B-933CE2EDB73C}","NULL","NULL","TERDEM","2017-02-02","43","3633.52151513","418923.854829","4.483229486140772e-05","0.036642312162824146"
"243.0","244","2049","34","40527","BARBAROS","1","NULL","1899-12-30","{4906D073-A1B9-4FD7-9E90-4E4387516635}","NULL","NULL","TERDEM","2017-02-02","29","7920.78034384","2935933.60704","0.00031414079649039195","0.08417003339314068"
"244.0","245","1186","9","40290","YAHYA KAHYA","2","NULL","1899-12-30","{5C3AAFDB-1AA8-4761-A324-66938B6021EC}","NULL","NULL","NULL","NULL","27","1334.39787156","85723.6988388","9.177615766020608e-06","0.014353985087425886"
"245.0","246","1186","9","40269","EMEKYEMEZ","2","NULL","1899-12-30","{44E75CE6-927D-40E7-A8AC-4E69A3CA5CC2}","NULL","NULL","NULL","NULL","3","1038.08585828","62131.2799432","6.651007879554527e-06","0.010595292214639618"
"246.0","247","1327","12","40331","SARAÇ ÝSHAK","2","NULL","1899-12-30","{595B174F-7894-40A4-B604-75A2E042FD11}","NULL","NULL","NULL","NULL","114","1101.82615097","67049.7773876","7.175425935201929e-06","0.011578723140034084"
"247.0","248","1327","12","40325","MÝMAR KEMALETTÝN","2","NULL","1899-12-30","{1CFB64C5-55DA-4EEB-9041-B3BDCADDBD55}","NULL","NULL","NULL","NULL","108","2368.75689653","147363.623896","1.5770734307807288e-05","0.026081159242995408"
"248.0","249","1327","12","40321","KÜÇÜK AYASOFYA","2","NULL","1899-12-30","{EBED8CFE-33DE-4A54-BBBD-0BCBE5278FA0}","NULL","NULL","NULL","NULL","104","2311.44246719","253220.011444","2.70973575879907e-05","0.024521876363740928"
"249.0","250","1186","9","40264","KAPTANPAÞA","2","NULL","1899-12-30","{C173E947-4269-4190-B404-C223322975C3}","NULL","NULL","NULL","NULL","38","2679.96898731","411245.822116","4.4033524545739056e-05","0.027893944715381952"
"250.0","251","1186","9","40304","HALICIOÐLU","2","NULL","1899-12-30","{558836B3-B63B-447D-9E19-1C09804C02C8}","NULL","NULL","NULL","NULL","43","3159.0947087","399001.604519","4.272636090263404e-05","0.033288827230231424"
"251.0","252","1186","9","40283","ÇATMA MESCÝT","2","NULL","1899-12-30","{B261EB68-09F5-4519-9374-71982F6EDD7A}","NULL","NULL","NULL","NULL","14","1548.0503724","93297.7903766","9.98823884401645e-06","0.01630277860835353"
"252.0","253","1186","9","40279","ÝSTÝKLAL","2","NULL","1899-12-30","{5ADB7C3E-48D5-4189-BBB0-A69713B9C87E}","NULL","NULL","NULL","NULL","36","2177.33148888","257199.303687","2.7538999233911454e-05","0.021620001185748118"
"253.0","254","1327","12","40327","MOLLA HÜSREV","2","NULL","1899-12-30","{20E3BBD7-637E-4F50-A64D-F47AE8EC0BC8}","NULL","NULL","NULL","NULL","110","1462.06000508","89126.6260771","9.539278721604205e-06","0.015364611891661347"
"254.0","255","1327","12","40319","KALENDERHANE","2","NULL","1899-12-30","{7B11A524-15F8-44E5-97FA-9D1DA8FF7AC9}","NULL","NULL","NULL","NULL","101","1734.97639011","132861.308774","1.4219863146536227e-05","0.0183116076903833"
"255.0","256","1237","32","191807","KIZILCAALÝ","2","NULL","NULL","{C9BF9D20-8650-4ECC-B32A-72F41DD6F69B}","NULL","NULL","TERDEM","2017-02-28","15","16644.8518823","11809799.397","0.0012681186967711255","0.1730454722605389"
"256.0","257","1622","31","191849","BÜYÜK KILIÇLI","2","NULL","NULL","{13C7DF31-9995-45D8-8982-4FC51405B29F}","NULL","NULL","NULL","NULL","18","27208.9832246","22824067.531","0.0024482331876924945","0.2709660676521042"
"257.0","258","2052","37","0","ORMAN","1","NULL","NULL","{C4C878FC-F90D-4942-9957-221A321C58A6}","NULL","NULL","TERDEM","2017-03-20","0","17489.2814632","7549109.17261","0.0008086603887704769","0.17808015204838432"
"258.0","259","2053","38","40852","ÝNCÝRTEPE","2","69419","2014-12-29","{EDB7ABB4-9BAE-4410-88D4-C1028D53419A}","NULL","NULL","NULL","NULL","21","2613.33986154","383475.458981","4.104253002878977e-05","0.027686992308234397"
"259.0","260","1237","32","191811","ÖRCÜNLÜ","2","NULL","NULL","{DAE8385F-1D24-4CE2-ACE2-5025813BF51B}","NULL","NULL","TERDEM","2017-02-28","17","18599.1655839","12854407.8692","0.001379914869175991","0.1879089149657725"
"260.0","261","1659","30","191905","GÖÇE","1","NULL","NULL","{59340C0A-1F04-4A2E-AC28-C2D73AC8188E}","NULL","NULL","NULL","NULL","29","12674.4557421","5631445.59757","0.0006037212816636384","0.1335625024881445"
"261.0","262","1835","20","191763","KURTDOÐMUÞ","1","NULL","NULL","{E68AC526-9CD5-4E22-B387-2FDF770128C2}","NULL","NULL","MAKS","2016-01-26","36","68579.5863815","25675217.0923","0.0027480415762966004","0.7100732111140855"
"261.1","262","1835","20","191763","KURTDOÐMUÞ","1","NULL","NULL","{E68AC526-9CD5-4E22-B387-2FDF770128C2}","NULL","NULL","MAKS","2016-01-26","36","68579.5863815","25675217.0923","0.0027480415762966004","0.7100732111140855"
"262.0","263","1659","30","191895","YENÝKÖY","1","NULL","NULL","{A881E78E-6DA1-4FAB-8FE4-66E7C1BE2D60}","NULL","NULL","NULL","NULL","24","31453.7353317","22071073.2073","0.0023660326977505974","0.33514881720559064"
"263.0","264","1237","32","191789","ELBASAN","2","NULL","NULL","{39D5397E-6111-4008-B147-AF3C739910B9}","NULL","NULL","TERDEM","2017-02-28","6","27515.7927551","16042692.0931","0.0017199798179490244","0.27938615519228505"
"264.0","265","1659","30","191893","SATMAZLI","1","NULL","NULL","{07066612-46EE-47F7-9033-331DF11E6CDB}","NULL","NULL","NULL","NULL","23","14774.5929782","8286037.18479","0.0008885029990324256","0.15836886591134622"
"265.0","266","1659","30","191871","ERENLER","1","NULL","NULL","{96627577-AD6B-40B7-8082-5C90648766FF}","NULL","NULL","NULL","NULL","12","28060.1406562","11053520.9255","0.0011848407475554268","0.2945247435572521"
"266.0","267","1659","30","191869","DARLIK","1","NULL","NULL","{7EE46E19-9894-4761-BC7B-F91120C9BA5C}","NULL","NULL","NULL","NULL","11","33792.6684616","17737180.494","0.0018998318906824352","0.35464587667495534"
"267.0","268","2053","38","40858","SAADETDERE","2","69419","2014-12-29","{1EAEA039-C35F-441F-BF92-B8FCE2BEFF30}","NULL","NULL","NULL","NULL","28","2379.4721887","347314.991939","3.716536650699709e-05","0.024857837850155044"
"268.0","269","1237","32","191797","ÝHSANÝYE","2","NULL","NULL","{4EDB1731-383B-4070-87A7-0C7A010E7DA8}","NULL","NULL","TERDEM","2017-02-28","10","27910.9254212","33163439.0779","0.0035621738610416287","0.2936492353974002"
"269.0","270","1659","30","191923","ÞUAYÝPLÝ","1","NULL","NULL","{591C3256-64C2-450B-AD96-5565CC867F87}","NULL","NULL","NULL","NULL","38","18219.5128834","10446463.4491","0.0011203056471913442","0.19051344613338805"
"270.0","271","2053","38","181510","BALIKYOLU","2","69419","2014-12-29","{90EC0217-5623-4EDD-B95A-3073AD85B52A}","NULL","NULL","NULL","NULL","50","4660.53534974","546726.402216","5.852856872934353e-05","0.04805521399492175"
"271.0","272","2053","38","40857","ÖRNEK","2","69419","2014-12-29","{2776AF59-8236-4BD3-AA10-9E0D010245D7}","NULL","NULL","NULL","NULL","26","3410.34847977","481012.75221","5.1499252663234074e-05","0.034694655699876266"
"272.0","273","2048","33","40493","MAREÞAL FEVZÝ ÇAKMAK","2","NULL","1899-12-30","{51568751-C57E-4A37-B2DF-49F354FE208A}","NULL","NULL","NULL","NULL","11","11005.1536667","2556807.05437","0.0002744241370464806","0.11382225175437749"
"273.0","274","1739","26","40832","NURÝPAÞA","2","NULL","1899-12-30","{5DB13557-1202-47FA-A8F6-79C723B97E17}","NULL","NULL","NULL","NULL","2","2587.33740136","343592.866285","3.675816617487726e-05","0.026343842563337466"
"274.0","275","1810","16","40540","HARMANTEPE","2","NULL","1899-12-30","{DEA22FD6-61AE-496A-9A4F-1236C33FD96D}","NULL","NULL","NULL","NULL","6","2617.03322282","293097.122531","3.140178296234808e-05","0.02703768576499322"
"275.0","276","1185","8","40250","ACARLAR","1","NULL","1899-12-30","{538B6846-8C8B-47BB-B800-C2BC6B2F17A3}","NULL","NULL","NULL","NULL","14","12365.3445283","5439554.2707","0.0005830491827509832","0.1326696819306867"
"276.0","277","2054","39","0","KUZUDERE DEVLET ORMANI","1","NULL","NULL","{5CAD9C53-8C89-4711-8BFC-B64085818119}","NULL","NULL","NULL","NULL","0","8977.19615946","2664258.12336","0.0002849278538405997","0.09395155288809211"
"277.0","278","1421","15","40511","OSMANAÐA","1","NULL","1899-12-30","{F97F9DC0-2273-4944-8867-30A45262F11E}","NULL","NULL","NULL","NULL","5","4403.92151655","539786.721335","5.775236479621526e-05","0.046632860910099376"
"278.0","279","1237","32","40900","ÝZZETTÝN","2","NULL","1899-12-30","{967A1E23-14A5-4CE4-83BA-0E5AC5018632}","NULL","NULL","TERDEM","2017-02-28","0","25230.4238464","22871242.6505","0.0024530964000177846","0.25280602836185073"
"279.0","280","1810","16","40535","ÇAÐLAYAN","2","NULL","1899-12-30","{7F6BF7CD-1B6D-4C7A-9662-E94D5633C363}","NULL","NULL","NULL","NULL","1","4722.44831104","913192.349128","9.783219491055206e-05","0.04824896045866244"
"280.0","281","1835","20","40635","ERTUÐRUL GAZÝ","1","NULL","1899-12-30","{D803A7EF-5006-4CD6-9113-1CE39689D1C4}","NULL","NULL","TERDEM","2017-03-02","9","6566.82153485","1722193.2311","0.00018407498419037438","0.06818616114521367"
"281.0","282","2048","33","40489","HARAÇÇI","2","NULL","1899-12-30","{FEF7306C-5982-4267-AA13-10103428E2C8}","NULL","NULL","NULL","NULL","4","19108.3686671","8701264.59824","0.0009335473217788604","0.20063776907017805"
"282.0","283","2053","38","181508","SULTANÝYE","2","69419","2014-12-29","{F366CDC4-1569-4E1B-ACA2-113BCA5BFBEE}","NULL","NULL","NULL","NULL","49","3589.45435113","539553.718159","5.7754175827540166e-05","0.035105893673801083"
"283.0","284","1739","26","40842","MERKEZEFENDÝ","2","NULL","1899-12-30","{CF963028-9FFC-4E23-B80C-06E5FCE7FD06}","NULL","NULL","NULL","NULL","12","5460.35514098","1362500.42901","0.00014582138010155177","0.05803591186583288"
"284.0","285","1810","16","40536","ÇELÝKTEPE","2","NULL","1899-12-30","{8765DA9C-E13B-410A-8A91-557F387480DE}","NULL","NULL","TERDEM","2017-02-21","2","3002.09983609","520024.24188","5.571604742726777e-05","0.03224075078532888"
"285.0","286","1604","21","40674","PTT EVLERÝ","2","NULL","1899-12-30","{69B01CFB-BF8C-44A4-AB7E-4536A783E983}","NULL","NULL","TERDEM","2017-03-06","0","12728.7433537","4457630.55667","0.0004781147250696449","0.13503598352981455"
"286.0","287","1604","21","40657","BALTALÝMANI","2","NULL","1899-12-30","{81941FF0-908D-454A-99DD-F0BDD3D7B5EE}","NULL","NULL","TERDEM","2017-03-08","0","5965.50614419","1002966.39395","0.0001074801436971029","0.06405290082564134"
"287.0","288","1604","21","40675","REÞÝTPAÞA","2","NULL","1899-12-30","{EAB818EE-A94D-41ED-B5EA-2A076C9B45FA}","NULL","NULL","TERDEM","2017-03-16","0","9547.97801908","2962463.76528","0.0003175079284574167","0.10578679949380601"
"288.0","289","1325","11","40372","RAMÝ CUMA","2","NULL","1899-12-30","{AECC2C5E-09CD-4C8F-8CF3-18FD12472D93}","NULL","NULL","NULL","NULL","15","2475.05559833","232128.962971","2.485713787336863e-05","0.026363112163396138"
"289.0","290","1325","11","40368","KARADOLAP","2","NULL","1899-12-30","{1B71B7E9-B87F-4239-BBE4-D4AE847F56CB}","NULL","NULL","NULL","NULL","17","4423.7478244","1100909.81104","0.00011793362807566155","0.04687300754615772"
"290.0","291","1327","12","99134","MEVLANAKAPI","2","NULL","1899-12-30","{58478E15-68D3-4C7B-AD38-17668809E371}","NULL","NULL","NULL","NULL","77","3645.78512416","469315.24988","5.02285574839334e-05","0.03573986676852472"
"291.0","292","1659","30","191921","SOÐULLU","1","NULL","NULL","{B9BB6F24-C8D5-4780-8E11-D9BF771E096F}","NULL","NULL","NULL","NULL","37","25604.0906279","17376829.0365","0.0018616425637674183","0.25176722751171193"
"292.0","293","1186","9","40280","HACIAHMET","2","NULL","1899-12-30","{642F2946-525B-452D-BD48-F0ACAA494A1F}","NULL","NULL","NULL","NULL","35","2551.23120023","335624.666369","3.593658539102762e-05","0.02648538102232366"
"293.0","294","1237","32","191829","KARAMANDERE","2","NULL","NULL","{8E150F48-CCC6-47A9-BB38-4E4B28BFC1BD}","NULL","NULL","TERDEM","2017-02-28","26","33961.098268","29113765.7375","0.0031317169721205573","0.3545638702569913"
"294.0","295","1186","9","40288","KULOÐLU","2","NULL","1899-12-30","{15C7AB9D-DFA7-434B-B691-B407FED9475B}","NULL","NULL","NULL","NULL","17","1528.96315412","106176.301428","1.136714854510501e-05","0.016244175616745644"
"295.0","296","1186","9","40293","ÇUKUR","2","NULL","1899-12-30","{99F51401-2969-4BE5-9BF3-7E57A3BA4EFC}","NULL","NULL","NULL","NULL","25","1044.72178331","52844.8856226","5.657885594700929e-06","0.010651101696241309"
"296.0","297","1186","9","40305","ÖRNEKTEPE","2","NULL","1899-12-30","{B23EF05C-02C0-4167-AB9B-1481B1D75C1F}","NULL","NULL","NULL","NULL","45","3901.53359432","539495.752278","5.777870262591023e-05","0.03959198932218153"
"297.0","298","1186","9","40291","BOSTAN","2","NULL","1899-12-30","{DC9D8484-214C-408C-8BD3-62BB5B900DBD}","NULL","NULL","NULL","NULL","31","1112.48159965","62000.1208091","6.638245963586087e-06","0.011785768749007166"
"298.0","299","1186","9","40278","GÜMÜÞSUYU","2","NULL","1899-12-30","{CF883742-4BC0-4A44-AD8F-25C78657C3CA}","NULL","NULL","TERDEM","2017-02-27","22","2834.82199493","333806.025501","3.573933588540967e-05","0.029782594144671163"
"299.0","300","1327","12","40318","KEMALPAÞA","2","NULL","1899-12-30","{A176C527-4CE2-47F4-89E2-05D38577F045}","NULL","NULL","NULL","NULL","103","1920.25616576","180010.361895","1.926547042785387e-05","0.020107079702593247"
"300.0","301","1327","12","40309","BEYAZIT","2","NULL","1899-12-30","{A3A45E35-072E-4EFB-8858-4F6E0E7F8B1E}","NULL","NULL","NULL","NULL","92","1620.65621582","111021.7313","1.1881851492034912e-05","0.017207950784427294"
"301.0","302","1327","12","40307","ALEMDAR","2","NULL","1899-12-30","{A03CCF61-FDE5-4CDE-95F6-408E8566AF5B}","NULL","NULL","NULL","NULL","90","1510.22789595","139781.777802","1.495967239861784e-05","0.01568944629490264"
"302.0","303","1327","12","40313","EMÝN SÝNAN","2","NULL","1899-12-30","{B658C7E9-4FDD-4734-9411-7D526D7DC00C}","NULL","NULL","NULL","NULL","96","1132.04862263","66061.6579177","7.069709681672975e-06","0.011398816855500066"
"303.0","304","2048","33","40914","TERKOS","2","NULL","1899-12-30","{D4EB035E-7DF5-4BC7-AE1A-20EF6FB2C1D3}","NULL","NULL","NULL","NULL","3","28601.8002524","15099122.9316","0.0016234171141604747","0.30773565833689215"
"304.0","305","1622","31","40932","YOLÇATI","2","NULL","1899-12-30","{FDF003A1-C7D4-4A66-8075-71EC809FDB5D}","NULL","NULL","NULL","NULL","6","17074.0948758","11045367.0633","0.0011836240257707686","0.17470451825561228"
"305.0","306","2012","19","40617","AYDINEVLER","1","NULL","1899-12-30","{14A82D80-B69B-4E10-8988-107D2DF23537}","NULL","NULL","TERDEM","2017-02-21","3","7057.64661488","1418001.28083","0.00015163317868882586","0.07491184295007126"
"306.0","307","2015","23","40715","YAYLA","1","NULL","1899-12-30","{32A4F805-22F3-4159-AC3F-B527D2C17D37}","NULL","NULL","NULL","NULL","1","7482.00559814","2105212.91445","0.00022473212470686121","0.07685134012075275"
"307.0","308","1659","30","40958","HACI KASIM","1","NULL","1899-12-30","{661A2273-8E02-4A46-8B73-21D78574BB7A}","NULL","NULL","NULL","NULL","2","5921.79875934","231849.758223","2.4879729380700155e-05","0.06274771520328531"
"307.1","308","1659","30","40958","HACI KASIM","1","NULL","1899-12-30","{661A2273-8E02-4A46-8B73-21D78574BB7A}","NULL","NULL","NULL","NULL","2","5921.79875934","231849.758223","2.4879729380700155e-05","0.06274771520328531"
"307.2","308","1659","30","40958","HACI KASIM","1","NULL","1899-12-30","{661A2273-8E02-4A46-8B73-21D78574BB7A}","NULL","NULL","NULL","NULL","2","5921.79875934","231849.758223","2.4879729380700155e-05","0.06274771520328531"
"307.3","308","1659","30","40958","HACI KASIM","1","NULL","1899-12-30","{661A2273-8E02-4A46-8B73-21D78574BB7A}","NULL","NULL","NULL","NULL","2","5921.79875934","231849.758223","2.4879729380700155e-05","0.06274771520328531"
"307.4","308","1659","30","40958","HACI KASIM","1","NULL","1899-12-30","{661A2273-8E02-4A46-8B73-21D78574BB7A}","NULL","NULL","NULL","NULL","2","5921.79875934","231849.758223","2.4879729380700155e-05","0.06274771520328531"
"308.0","309","1622","31","40926","SEMÝZKUMLAR","2","NULL","1899-12-30","{544CD916-71FF-4E5D-ABD9-918E655EAB5D}","NULL","NULL","NULL","NULL","10","18815.1468382","13703464.986","0.0014675501350893683","0.2019151165661429"
"309.0","310","2015","23","40722","ÞÝFA","1","NULL","1899-12-30","{0C3ED7AA-89FC-419F-8DBC-261141679ACD}","NULL","NULL","NULL","NULL","8","7641.01207121","1907203.41679","0.0002035827272948154","0.07688557510428828"
"310.0","311","1782","29","40892","TÜRKOBA","2","NULL","1899-12-30","{5569924D-0A75-45B6-BF71-114376AB9889}","NULL","NULL","NULL","NULL","19","15978.4106298","11531719.9935","0.0012345066962780038","0.1651380757534144"
"311.0","312","1835","20","40627","DOÐU","1","NULL","1899-12-30","{D54CE9A8-4456-4AB7-BE6A-2A4A58DC4598}","NULL","NULL","NULL","NULL","7","4905.1156314","1178776.70758","0.00012591829090524698","0.05127926187356426"
"312.0","313","1183","7","40226","LEVAZIM","2","NULL","1899-12-30","{6F58C66D-D052-406B-B66C-895FDC19839C}","NULL","NULL","NULL","NULL","13","3893.40572288","757240.501007","8.110676594696997e-05","0.03889362124424131"
"313.0","314","1852","24","98695","MADENLER","1","NULL","1899-12-30","{F2F3ECEB-7727-45C4-867F-78CB2974FEC8}","NULL","NULL","NULL","NULL","26","5130.29611708","917733.060791","9.822721506225207e-05","0.05646985744130349"
"314.0","315","1852","24","98701","SARAY","1","NULL","1899-12-30","{6717C248-189A-4BDF-8E32-0BDC9E2533A3}","NULL","NULL","NULL","NULL","32","7953.38195284","1787601.909","0.00019138898142045946","0.07621841994160679"
"315.0","316","2048","33","40491","MEHMET AKÝF ERSOY","2","NULL","1899-12-30","{0E8B8D02-FF3E-427F-B199-C3B9FD36B5B0}","NULL","NULL","NULL","NULL","9","7942.34822756","2099619.15926","0.00022533304036187474","0.07550443579700138"
"316.0","317","1183","7","40225","ORTAKÖY","2","NULL","1899-12-30","{29D459D7-8A19-4EE3-9D61-01C4C8E78DD2}","NULL","NULL","TERDEM","2017-02-17","12","4637.32930563","969106.580714","0.00010378712886449648","0.046928241191673915"
"317.0","318","1663","22","40707","MEÞRUTÝYET","2","NULL","1899-12-30","{91856123-D712-4178-8A75-E53BE097F4B3}","NULL","NULL","NULL","NULL","23","2310.4671919","299584.128249","3.208417967925925e-05","0.024823730606059708"
"318.0","319","1186","9","40292","BÜLBÜL","2","NULL","1899-12-30","{5986740E-B0C8-4370-8A1A-5C4967AF37F5}","NULL","NULL","NULL","NULL","33","1356.70412661","93711.4808706","1.0033603302872507e-05","0.014123767879721952"
"319.0","320","1810","16","40544","MEHMET AKÝF ERSOY","2","NULL","1899-12-30","{AEE2E7F8-C518-484D-A64B-6B97C53C30AC}","NULL","NULL","NULL","NULL","10","4415.06997921","591751.779598","6.337689694646542e-05","0.04587542295689297"
"320.0","321","1327","12","40308","BALABANAÐA","2","NULL","1899-12-30","{BD85ED38-BD04-43E1-BE28-3829E3CD40D6}","NULL","NULL","NULL","NULL","91","1624.17824608","113681.062131","1.2166433748461714e-05","0.01783666931413201"
"321.0","322","1327","12","40330","RÜSTEMPAÞA","2","NULL","1899-12-30","{9383C0B5-867D-45F5-A363-AF261766991A}","NULL","NULL","NULL","NULL","113","1635.31817717","103331.194265","1.1059890425713093e-05","0.016883667963238015"
"322.0","323","1663","22","40711","ÝNÖNÜ","2","NULL","1899-12-30","{39C28821-E79A-459C-996C-E4594ADF2ADF}","NULL","NULL","NULL","NULL","27","1879.96174012","184430.459351","1.97480296719732e-05","0.01916803470336131"
"323.0","324","1663","22","40688","CUMHURÝYET","2","NULL","1899-12-30","{BF4DBBCA-E562-48B9-B59E-487FF275B867}","NULL","NULL","NULL","NULL","4","3224.58677271","363953.933382","3.897753413184546e-05","0.034731453150975006"
"324.0","325","1810","16","40550","TALATPAÞA","2","NULL","1899-12-30","{F8FE086C-D4CE-40FC-827D-D44BC53200F5}","NULL","NULL","NULL","NULL","16","4798.66317142","1089119.13809","0.00011665221575185569","0.04860228476118923"
"325.0","326","2052","37","40755","MEHMET AKÝF","1","NULL","1899-12-30","{64F2C4E9-D85F-4285-9C4C-85CACC4371D2}","NULL","NULL","NULL","NULL","8","4282.36862374","855929.094498","9.16226234721762e-05","0.044806454373839934"
"326.0","327","1327","12","99132","SÝLÝVRÝKAPI","2","NULL","1899-12-30","{2A22E453-8524-4253-9105-04D5A601C335}","NULL","NULL","NULL","NULL","75","2630.44102301","311078.259355","3.328936236357549e-05","0.02880409007885674"
