"shapeid","OBJECTID","ILCEKN","ILCE_ADI","KIMLIKNO","AD","YAKA","KARAR_NO","KARAR_TARI","GLOBALID","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","TANITIMKOD","SHAPE_Leng","SHAPE_Area","area","perimeter" 
"759.2","760","1103","1","40139","BURGAZADA","1","NULL","1899-12-30","{FC160E04-66EB-48CE-905B-4E0D89DCD183}","NULL","NULL","TERDEM","2017-02-16","0","11081.1128064","1616799.76545","0.0001727028306959255","0.11691437371839164"
"760.0","761","1186","9","40263","PÝYALEPAÞA","2","NULL","1899-12-30","{639E3090-C296-4E8E-9104-CE3EB9F3A96A}","NULL","NULL","NULL","NULL","42","3276.96124255","493230.49763","5.281654944155889e-05","0.033565526688226224"
"761.0","762","1823","18","40599","YARIMBURGAZ","2","NULL","1899-12-30","{F76F77BB-449A-42FC-B3AE-7735DA175537}","NULL","NULL","MAKS","2016-01-14","24","16010.0809784","5238912.02059","0.0005608621106603096","0.15816166550281616"
"762.0","763","2050","35","40598","ALTINÞEHÝR","2","NULL","1899-12-30","{0E8C494C-EB5F-45A1-9893-A1EF1591F8B2}","NULL","NULL","NULL","NULL","28","4931.54533494","1361821.92799","0.00014585760061436304","0.051339592224247874"
"763.0","764","1708","25","40781","ALTUNÝZADE","1","NULL","1899-12-30","{E3465AF1-C0B5-4F7C-B49A-134AD3494221}","NULL","NULL","NULL","NULL","18","6619.02178055","1771917.12038","0.00018966270033615729","0.06886108036192837"
"764.0","765","2014","28","40956","AKÞEMSETTÝN","1","NULL","1899-12-30","{137ADCB8-6ED9-4A42-9615-222C6B98022D}","NULL","NULL","NULL","NULL","9","5124.01824419","1259249.61229","0.00013465364929743373","0.054127161238025114"
"765.0","766","2016","27","40355","ORUÇREÝS","2","NULL","1899-12-30","{E9EA2A56-BA08-4402-981C-9D136B787613}","NULL","NULL","NULL","NULL","16","10075.7508442","2747148.69271","0.00029424621197904344","0.10105242348615749"
"766.0","767","1186","9","40276","FÝRUZAÐA","2","NULL","1899-12-30","{25E73D32-584D-4000-8537-4433D2E4B7A9}","NULL","NULL","NULL","NULL","9","1388.91637509","102134.646823","1.093400283025403e-05","0.013879382102772198"
"767.0","768","2053","38","40851","FATÝH","2","69419","2014-12-29","{26786D88-6A4B-4F56-95A9-D90E40B843B4}","NULL","NULL","NULL","NULL","20","3610.08467131","538555.556733","5.764738989455509e-05","0.0388655770299369"
"768.0","769","1659","30","191917","KALEM","1","NULL","NULL","{DD2B7B83-3E40-4685-9E8D-CAC3E23095D2}","NULL","NULL","NULL","NULL","35","28535.2891997","19529056.1075","0.002092015838002226","0.29139920354598686"
"769.0","770","1237","32","191783","AYDINLAR","2","NULL","NULL","{24D826D2-9ECB-4C43-97E6-068E86D001C9}","NULL","NULL","TERDEM","2017-02-28","3","38652.2994771","35305571.3165","0.0037977071956447617","0.40369223559588335"
"770.0","771","1659","30","191875","ÝMRENLÝ","1","NULL","NULL","{6B3AB705-2FAD-4882-947E-FCB1DCDAEEDB}","NULL","NULL","NULL","NULL","14","15574.7138055","8730211.26873","0.0009363027412518932","0.15874430161797387"
"771.0","772","1604","21","191765","DEMÝRCÝKÖY","2","NULL","NULL","{C7094358-86FD-453E-95FE-D1A52DC483DE}","NULL","NULL","TERDEM","2017-03-15","1","21173.235603","11177607.1381","0.0012003274207472714","0.21852246391737284"
"772.0","773","1604","21","191775","RUMELÝFENERÝ","2","NULL","NULL","{5C314765-0350-4BE9-B09B-FD354F037E28}","NULL","NULL","TERDEM","2017-03-03","6","28208.9217245","12655369.7597","0.0013588141649734098","0.2910294025509923"
"773.0","774","1237","32","191833","YALIKÖY","2","NULL","NULL","{2FE175BE-A5AB-479E-A4C0-4F2B661600C7}","NULL","NULL","TERDEM","2017-03-03","28","57963.0930431","80512598.259","0.008673404810565444","0.6140144390871419"
"773.0.ring1","774","1237","32","191833","YALIKÖY","2","NULL","NULL","{2FE175BE-A5AB-479E-A4C0-4F2B661600C7}","NULL","NULL","TERDEM","2017-03-03","28","57963.0930431","80512598.259","0.008673404810565444","0.6140144390871419"
"773.0.ring2","774","1237","32","191833","YALIKÖY","2","NULL","NULL","{2FE175BE-A5AB-479E-A4C0-4F2B661600C7}","NULL","NULL","TERDEM","2017-03-03","28","57963.0930431","80512598.259","0.008673404810565444","0.6140144390871419"
"774.0","775","2054","39","192001","PAÞAKÖY","1","NULL","NULL","{3F7F85A3-5AEC-443D-AC69-83F5497BD3D1}","NULL","NULL","TERDEM","2017-03-22","2","36949.9012309","25570083.7003","0.002737683466079943","0.39095302027240286"
"775.0","776","1622","31","191855","KURFALLI","2","NULL","NULL","{4C174B13-45D3-4C76-AC5E-B4EDCFA220AF}","NULL","NULL","NULL","NULL","21","29614.226074","37341453.2913","0.004006925652220161","0.3076798105302079"
"776.0","777","1421","15","40521","CADDEBOSTAN","1","NULL","1899-12-30","{FD77B250-1E1E-4E8A-8254-DE8CFBD8FD20}","NULL","NULL","NULL","NULL","15","7178.22179689","1662402.12523","0.00017780470818706817","0.07654998783955996"
"777.0","778","2049","34","40526","YENÝSAHRA","1","NULL","1899-12-30","{4783647E-C7E0-4797-9AE5-C6B2DD92A729}","NULL","NULL","NULL","NULL","34","4595.51368319","706839.863802","7.562821247120155e-05","0.05015011067745884"
"778.0","779","2053","38","40895","GÜZELYURT","2","69419","2014-12-29","{1B5F0AAB-745F-4D1E-AA00-46482EFCA727}","NULL","NULL","NULL","NULL","7","4224.12598412","961380.966307","0.00010287645091011655","0.04516288009132443"
"779.0","780","2052","37","191995","KOÇULLU","1","NULL","NULL","{5073668B-304F-4E4F-AAA1-998425EFC267}","NULL","NULL","NULL","NULL","12","30163.186905","11196389.3658","0.001199620039187721","0.31360461676723733"
"780.0","781","1237","32","191827","HÝSARBEYLÝ","2","NULL","NULL","{611E2FC3-B6F5-4DAB-AEE5-409F91CF9FAA}","NULL","NULL","TERDEM","2017-02-28","25","15982.6045853","9151756.24003","0.0009845057145412284","0.1635460769825803"
"781.0","782","1237","32","191803","KALFA","2","NULL","NULL","{14954C9D-BE8B-4702-937E-99CEFB67B7E7}","NULL","NULL","TERDEM","2017-02-28","13","24699.1829817","25987818.567","0.002792231942635226","0.2555634929502503"
"782.0","783","1237","32","191815","SUBAÞI","2","NULL","NULL","{E5A70E9B-E5F3-474D-AAF2-CE60790AC388}","NULL","NULL","TERDEM","2017-02-28","19","25553.9628444","18664851.5103","0.002003390921686332","0.2567672748302701"
"783.0","784","1622","31","191851","ÇAYIRDERE","2","NULL","NULL","{23A8E78D-2CAC-49B9-A177-DBE9FF842FC3}","NULL","NULL","NULL","NULL","19","41508.4523336","60198508.62","0.0064654977732061525","0.43707762376903087"
"784.0","785","1622","31","191835","AKÖREN","2","NULL","NULL","{BA05FD73-A7E5-424C-85EA-17E229842D58}","NULL","NULL","NULL","NULL","11","41867.3529567","44855102.9326","0.004812036834664468","0.4353662926457536"
"785.0","786","2053","38","181498","AKEVLER","2","69419","2014-12-29","{C99DE223-7AB6-4CE1-8B7A-C8A94F940C16}","NULL","NULL","NULL","NULL","44","3292.59703358","593009.769067","6.346510133425909e-05","0.03329800587173179"
"786.0","787","1604","21","191773","KUMKÖY (KÝLYOS)","2","NULL","NULL","{7E9B3968-8D87-49EA-B4F0-FF76EEA11E2E}","NULL","NULL","TERDEM","2017-03-15","5","13179.9114291","3687653.10388","0.0003960442911647988","0.1394364069787587"
"787.0","788","1237","32","191785","ÇANAKÇA","2","NULL","NULL","{A7DF46E5-16C0-4273-A2A2-CBF4E3E44412}","NULL","NULL","TERDEM","2017-02-28","4","18697.9925582","12488692.3669","0.0013412994939017153","0.19923269839553076"
"788.0","789","1237","32","191831","ORMANLI","2","NULL","NULL","{1EE258B4-3B71-49AF-AEA5-E2591B57A8BF}","NULL","NULL","TERDEM","2017-02-28","27","28656.4071004","31813357.4213","0.003424339865773618","0.3056754445396712"
"789.0","790","2048","33","191987","KARABURUN","2","NULL","NULL","{F644362C-E995-4900-BC0C-16D4E716B893}","NULL","NULL","MAKS","2016-01-28","18","23259.6173302","7533607.22765","0.0008101889920908434","0.253231176370968"
"790.0","791","1185","8","191725","BOZHANE","1","NULL","NULL","{4A4D9A68-2071-444A-BC7B-F601F1A1BF34}","NULL","NULL","NULL","NULL","33","28885.1839937","14277181.8719","0.0015319965161779692","0.29791197744179865"
"791.0","792","2053","38","40879","ÝSTÝKLAL","2","69419","2014-12-29","{C537948A-8D40-42B0-B234-808D2A51FE82}","NULL","NULL","NULL","NULL","5","2854.65763178","439690.242976","4.706936590537225e-05","0.03152304252815507"
"792.0","793","1659","30","191887","KORUCU","1","NULL","NULL","{5930815E-B4EF-4D78-8146-B45C28401DA3}","NULL","NULL","NULL","NULL","20","33635.0335682","8464965.71313","0.0009072934929008625","0.3452133392513278"
"792.1","793","1659","30","191887","KORUCU","1","NULL","NULL","{5930815E-B4EF-4D78-8146-B45C28401DA3}","NULL","NULL","NULL","NULL","20","33635.0335682","8464965.71313","0.0009072934929008625","0.3452133392513278"
"793.0","794","1622","31","191841","SEYMEN","2","NULL","NULL","{85DF4AEC-1234-4157-BA68-2E98BC7E4568}","NULL","NULL","NULL","NULL","14","40381.2345439","50518332.7007","0.00541819191698778","0.4041442355534683"
"794.0","795","1622","31","191847","BEYCÝLER","2","NULL","NULL","{1CC4B060-306D-4B43-9C8E-D9C3D2C08966}","NULL","NULL","NULL","NULL","17","26839.8753876","28027466.9529","0.003008109461461572","0.2740965927202452"
"795.0","796","1421","15","40529","KOZYATAÐI","1","NULL","1899-12-30","{046B5187-C785-4C2F-901B-49129529ABBA}","NULL","NULL","NULL","NULL","23","5189.49762682","1441443.11159","0.00015417565623465634","0.05255721062457256"
"796.0","797","1185","8","40243","ANADOLU HÝSARI","1","NULL","1899-12-30","{9DF4E8B3-3A91-4F8A-B1AA-AB73169A30B8}","NULL","NULL","NULL","NULL","7","5273.7386794","992342.257811","0.00010632866269588703","0.0543355867393143"
"797.0","798","1336","13","40455","MERKEZ","2","NULL","1899-12-30","{48379F05-07DC-4845-BC2B-61691199AEA8}","NULL","NULL","NULL","NULL","7","5123.15765462","851920.30885","9.123835923219303e-05","0.05187782385325924"
"798.0","799","1336","13","40452","YENÝDOÐAN","2","NULL","1899-12-30","{259E1240-98B4-4A62-AE4E-8C118845575B}","NULL","NULL","NULL","NULL","4","2856.45455006","321737.216834","3.4458729146535916e-05","0.028934990969663447"
"799.0","800","1835","20","40648","YEÞÝLBAÐLAR","1","NULL","1899-12-30","{400EC5F0-AE27-4AD4-A44C-33F5330CFEBA}","NULL","NULL","NULL","NULL","31","2668.27457739","366106.890726","3.9116166021813115e-05","0.027616100349046564"
"800.0","801","1659","30","191937","SORTULLU","1","NULL","NULL","{ECE53A92-5D7A-44E2-98CA-0E3B98D88A19}","NULL","NULL","NULL","NULL","45","13665.2819495","6657330.31837","0.0007131152284500786","0.14236496112523342"
"801.0","802","2053","38","181482","HÜRRÝYET","2","69419","2014-12-29","{5C5107DB-F841-4FB6-AC4D-451A2F0A4891}","NULL","NULL","NULL","NULL","36","3358.5704024","530870.033984","5.682509868165653e-05","0.035904833170043005"
"802.0","803","1659","30","191929","ÇENGÝLLÝ","1","NULL","NULL","{E63C28BF-1F54-4F13-9E38-8C5760552C60}","NULL","NULL","NULL","NULL","41","19287.5826637","14001724.5333","0.0014986803374767987","0.2004658555168514"
"803.0","804","1659","30","191955","ESENCELÝ","1","NULL","NULL","{987C21F8-5AC1-4A7A-977A-8348C15393C2}","NULL","NULL","NULL","NULL","54","36950.3446674","15168605.1437","0.001624637609893398","0.3825775975053538"
"804.0","805","1185","8","191717","POLONEZKÖY","1","2014/72 BEYKOZ BEL. MEC. KARAR","2014-06-04","{41FF0675-7F9F-4342-BF11-F8565C0EDDC8}","NULL","NULL","NULL","NULL","29","32036.689015","29440504.6169","0.003155795978614151","0.3334174853280134"
"805.0","806","2004","4","40172","FATÝH","2","NULL","1899-12-30","{612DC98E-7C41-42C3-8BD7-3F2EF25349F5}","NULL","NULL","NULL","NULL","18","4289.64697028","661676.159319","7.085454922162171e-05","0.043842364790794626"
"806.0","807","2053","38","181488","BARBAROS HAYRETTÝN PAÞA","2","69419","2014-12-29","{C7DC64CC-2BE2-4C8A-B162-2322E1C9D434}","NULL","NULL","NULL","NULL","39","4574.07873435","1085370.20024","0.00011616377821610513","0.0460168503021539"
"807.0","808","2012","19","40613","ALTINTEPE","1","NULL","1899-12-30","{4FF42248-E3E8-40F3-88B2-3B16B7F09F80}","NULL","NULL","NULL","NULL","2","4405.8679742","1004954.33544","0.00010746660495897231","0.047399627787233625"
"808.0","809","1622","31","40938","ORTAKÖY","2","26","1999-08-16","{5C9C0C39-9D9B-4F9F-9D15-AF67E332DE13}","NULL","NULL","NULL","NULL","4","17502.7014952","16799480.072","0.001799909021201529","0.17921973902325708"
"809.0","810","2052","37","40758","ÖMERLÝ","1","NULL","1899-12-30","{5227BDCF-BBE6-443F-9001-7F5DFF8D9F77}","NULL","NULL","TERDEM","2017-03-17","1","50949.3704296","46130405.6906","0.004942768878208881","0.5384240033679186"
"810.0","811","2053","38","40855","BAÐLARÇEÞME","2","69419","2014-12-29","{BF299B17-7663-400E-9C6B-C1CF9D15F874}","NULL","NULL","NULL","NULL","24","3305.23136603","605639.835422","6.483445667981869e-05","0.03391946333486608"
"811.0","812","1659","30","191967","SAHÝLKÖY","1","NULL","NULL","{09ACE189-4E9F-46A4-819B-3D5B8E463E3D}","NULL","NULL","NULL","NULL","60","24599.1857598","19923064.9648","0.002137933748826981","0.25264843274618654"
"812.0","813","2053","38","181480","OSMANGAZÝ","2","69419","2014-12-29","{A4D58DF1-2BE7-4C8F-9B9E-AC4FD3B13FBF}","NULL","NULL","NULL","NULL","35","8590.96501513","3661799.4166","0.00039206129963531566","0.09076927602167355"
"813.0","814","1185","8","191709","DERESEKÝ","1","NULL","NULL","{06EF0108-6EE5-4F36-B919-257A12863A04}","NULL","NULL","NULL","NULL","25","17211.4960526","8609761.80718","0.0009235164445726696","0.18362880448267593"
"814.0","815","2004","4","40173","FEVZÝ ÇAKMAK","2","NULL","1899-12-30","{FCD534F2-AEC0-40BF-AA1D-3CA38293534C}","NULL","NULL","NULL","NULL","19","4394.28899125","736183.650385","7.882674344728002e-05","0.04485809173487839"
"815.0","816","2012","19","40608","ÇINAR","1","NULL","1899-12-30","{9CF0C154-07E7-4C35-B8C3-95C66CC45E42}","NULL","NULL","NULL","NULL","7","4578.18302762","1011703.10081","0.00010817330871759623","0.04808713452856945"
"816.0","817","1185","8","40261","YAVUZ SELÝM","1","NULL","1899-12-30","{6F57E0B8-F427-4EEE-8102-2913B8E6BE09}","NULL","NULL","NULL","NULL","10","18569.0825876","13543388.3729","0.0014509098732560233","0.19477927604397915"
"817.0","818","1604","21","40682","BAHÇEKÖY MERKEZ","2","NULL","1899-12-30","{9441E7FD-C052-4924-AFFF-D42B2226BA6C}","TERDEM","2017-03-03","TERDEM","2017-03-06","4","26079.9186201","11828033.0408","0.0012694799567043447","0.26814202446795854"
"817.0.ring1","818","1604","21","40682","BAHÇEKÖY MERKEZ","2","NULL","1899-12-30","{9441E7FD-C052-4924-AFFF-D42B2226BA6C}","TERDEM","2017-03-03","TERDEM","2017-03-06","4","26079.9186201","11828033.0408","0.0012694799567043447","0.26814202446795854"
"817.0.ring2","818","1604","21","40682","BAHÇEKÖY MERKEZ","2","NULL","1899-12-30","{9441E7FD-C052-4924-AFFF-D42B2226BA6C}","TERDEM","2017-03-03","TERDEM","2017-03-06","4","26079.9186201","11828033.0408","0.0012694799567043447","0.26814202446795854"
"817.0.ring3","818","1604","21","40682","BAHÇEKÖY MERKEZ","2","NULL","1899-12-30","{9441E7FD-C052-4924-AFFF-D42B2226BA6C}","TERDEM","2017-03-03","TERDEM","2017-03-06","4","26079.9186201","11828033.0408","0.0012694799567043447","0.26814202446795854"
"817.0.ring4","818","1604","21","40682","BAHÇEKÖY MERKEZ","2","NULL","1899-12-30","{9441E7FD-C052-4924-AFFF-D42B2226BA6C}","TERDEM","2017-03-03","TERDEM","2017-03-06","4","26079.9186201","11828033.0408","0.0012694799567043447","0.26814202446795854"
"818.0","819","2053","38","40862","ESENKENT","2","69419","2014-12-29","{E7CA6847-4490-402B-A7B4-1F5998C57981}","NULL","NULL","NULL","NULL","19","4300.56481901","776898.406378","8.31949265602816e-05","0.048047876776330205"
"819.0","820","1659","30","191957","KARAKÝRAZ","1","NULL","NULL","{9B0B4C39-4EE2-494C-B4FA-FC3FFBAF26C7}","NULL","NULL","NULL","NULL","55","29076.3415032","20800804.4241","0.0022320051845099442","0.29786382462396"
"820.0","821","1185","8","40259","ÇÝFTLÝK","1","NULL","1899-12-30","{C61ECFA2-43FA-4F6D-8D4F-660101A53EE8}","NULL","NULL","TERDEM","2017-03-22","8","13427.7697854","4085665.22075","0.00043773710433470114","0.14018481051748324"
"821.0","822","1325","11","191743","AKPINAR","2","NULL","NULL","{253D1AFA-3F4F-4C70-98E3-FF9144DCB4D8}","NULL","NULL","NULL","NULL","24","25808.7603219","27454758.7195","0.002949677100559711","0.2681771307688312"
"822.0","823","1659","30","191949","AVCIKORU","1","NULL","NULL","{00211578-A9F6-4FAB-B899-34839D9FB02C}","NULL","NULL","NULL","NULL","51","23128.8252974","20119821.3133","0.00215725869952621","0.2418912749417827"
"823.0","824","1604","21","40679","SARIYER YENÝMAHALLE","2","NULL","1899-12-30","{028C47C4-2449-4C23-A45D-EB9183E843B0}","NULL","NULL","TERDEM","2017-03-15","0","4658.3471405","610457.952615","6.54965815556352e-05","0.04966828270021452"
"824.0","825","2053","38","181500","ZAFER","2","69419","2014-12-29","{890E69BD-0B20-46C1-AFDE-33F1D7F27A1D}","NULL","NULL","NULL","NULL","45","6413.32157627","1645437.60119","0.00017609054839340388","0.06387072752870178"
"825.0","826","2053","38","40861","ARDIÇLI","2","69419","2014-12-29","{0026FC10-301A-485D-AB19-C612292E58A9}","NULL","NULL","NULL","NULL","17","4999.08871771","1151001.91874","0.0001232400203434736","0.052408114162971635"
"826.0","827","2055","40","40467","75. YIL","2","NULL","1899-12-30","{275C979E-4A5B-4F86-8B02-DC3AA4481174}","NULL","NULL","NULL","NULL","42","5364.57741656","981865.381452","0.00010521359956783272","0.058530053120933984"
"827.0","828","1604","21","40684","BAHÇEKÖY KEMER","2","NULL","1899-12-30","{EC37D942-C58F-446F-A4BA-F42A3358230A}","NULL","NULL","TERDEM","2017-03-15","6","25915.9059406","14682845.5898","0.0015750974497450443","0.2649627925134236"
"827.0.ring1","828","1604","21","40684","BAHÇEKÖY KEMER","2","NULL","1899-12-30","{EC37D942-C58F-446F-A4BA-F42A3358230A}","NULL","NULL","TERDEM","2017-03-15","6","25915.9059406","14682845.5898","0.0015750974497450443","0.2649627925134236"
"827.0.ring2","828","1604","21","40684","BAHÇEKÖY KEMER","2","NULL","1899-12-30","{EC37D942-C58F-446F-A4BA-F42A3358230A}","NULL","NULL","TERDEM","2017-03-15","6","25915.9059406","14682845.5898","0.0015750974497450443","0.2649627925134236"
"828.0","829","1183","7","40230","NÝSBETÝYE","2","NULL","1899-12-30","{304E57C0-5ABA-4C03-B1F9-85AE4BB814B7}","NULL","NULL","NULL","NULL","17","4123.51477353","1023039.70559","0.00010959116696085403","0.04344730055139311"
"829.0","830","2053","38","40864","PINAR","2","69419","2014-12-29","{2392B1A2-0DB7-4302-8D40-428AD5EB3113}","NULL","NULL","NULL","NULL","27","4391.60984901","682641.932322","7.307704674985871e-05","0.04547728533456771"
"830.0","831","1185","8","191737","PAÞAMANDIRA","1","NULL","NULL","{71C6BB55-04CB-4880-8B1B-94A9DD413F49}","NULL","NULL","NULL","NULL","39","16513.9326624","12067739.096","0.0012947447947908586","0.171417872821735"
"831.0","832","1622","31","191857","KÜÇÜK SÝNEKLÝ","2","NULL","NULL","{CFED36D9-D4B6-4774-A96E-612F63F7F873}","NULL","NULL","NULL","NULL","22","15100.7124989","5717115.48427","0.0006137950032325534","0.14870272119645614"
"832.0","833","1237","32","191825","CELEPKÖY","2","NULL","NULL","{61B555F1-9EF9-47E8-B624-5B82F05D4DED}","NULL","NULL","TERDEM","2017-02-28","24","23362.8781701","19560431.5907","0.0021039908319835376","0.25022135303326243"
"833.0","834","1659","30","191881","KARACAKÖY","1","NULL","NULL","{1144978E-5D48-4297-9A0B-92AAC448B0D1}","NULL","NULL","NULL","NULL","17","15386.5747514","7752863.16646","0.0008314753810054754","0.1556800063807167"
"834.0","835","1325","11","191745","ÇÝFTALAN","2","NULL","NULL","{4CD05828-4C87-4E59-956F-69191F9C23F9}","NULL","NULL","TERDEM","2017-03-01","25","20343.9254708","18392314.6608","0.001975493358258973","0.21284760231112643"
"835.0","836","1852","24","40747","ESENÞEHÝR","1","NULL","1899-12-30","{885515DD-CD82-46F2-B9E3-48E23764952A}","NULL","NULL","TERDEM","2017-02-02","13","6557.6651517","1701879.16118","0.00018213699536318018","0.06887116278154998"
"836.0","837","1622","31","40924","KÜÇÜK KILIÇLI","2","NULL","1899-12-30","{58BB6B02-D8E3-457E-9748-FFEB1477B0AA}","NULL","NULL","NULL","NULL","8","18187.7411083","9832823.82646","0.0010539096726915886","0.18980315830649302"
"837.0","838","2052","37","191993","HÜSEYÝNLÝ","1","NULL","NULL","{D56EF98E-84A6-401F-BE42-F43B276E9729}","NULL","NULL","NULL","NULL","11","26801.8474413","13033891.3586","0.0013973050243976104","0.29005528166038697"
"838.0","839","1659","30","191947","ALACALI","1","NULL","NULL","{9F5B010B-9252-48A5-BA92-4FC6E7C72703}","NULL","NULL","NULL","NULL","50","20401.6433214","17373566.5554","0.001863990177866981","0.20947018450170302"
"839.0","840","1622","31","191837","ÇELTÝK","2","NULL","NULL","{F0FB1720-D53C-4DA8-9515-BA6CD8417BE0}","NULL","NULL","NULL","NULL","12","33338.6220175","33308127.4659","0.003569611389139027","0.33187238101037003"
"840.0","841","1663","22","40689","DUATEPE","2","NULL","1899-12-30","{B29950A4-36C2-4B73-AC39-1F5D722627DB}","NULL","NULL","NULL","NULL","5","1810.54723659","138196.760985","1.4799835753365187e-05","0.01897400979104936"
"841.0","842","2049","34","99517","YENÝÞEHÝR","1","NULL","1899-12-30","{92B15131-402D-48FD-A153-BD64D00AD2DB}","NULL","NULL","TERDEM","2017-02-02","2","4998.06269184","821246.804651","8.787589058556478e-05","0.05614459689445295"
"842.0","843","2012","19","40610","FEYZULLAH","1","NULL","1899-12-30","{BE544FFD-D339-4053-BE30-52ABB2F711F2}","NULL","NULL","NULL","NULL","10","4123.88841595","815032.284845","8.712745750472095e-05","0.041567784791608574"
"843.0","844","1659","30","191963","KURNA","1","NULL","NULL","{87B52B05-44E6-407F-B353-F7A81E04964E}","NULL","NULL","NULL","NULL","58","21774.1403806","13226719.7374","0.0014194747853935041","0.21933832380106597"
"844.0","845","2055","40","40477","HABÝBLER","2","NULL","1899-12-30","{2E940921-EB0A-4AF9-914B-E8969E7B739E}","NULL","NULL","NULL","NULL","34","13116.5256548","6176258.01031","0.0006622076997473414","0.14235272176067837"
"845.0","846","1659","30","191909","GÖKSU","1","NULL","NULL","{F1CAFE42-6B8F-4ACC-B590-CA7AAECC66DD}","NULL","NULL","NULL","NULL","31","24915.9538629","22831289.1004","0.0024467392327096604","0.25624414640595855"
"846.0","847","1185","8","191731","ÝSHAKLI","1","NULL","NULL","{67F291CA-5389-4D27-B3B4-82BC5C82D5E5}","NULL","NULL","NULL","NULL","36","19877.9310263","12351609.437","0.001324558391388564","0.21539355705399657"
"847.0","848","1185","8","191707","RÝVA","1","NULL","NULL","{51D71B04-9770-4BBD-86F2-B8E6F308E810}","NULL","NULL","MAKS","2016-01-28","24","31184.263018","22549139.02","0.0024208118441038096","0.3277594044254108"
"848.0","849","1622","31","40934","ÝSMETPAÞA","2","NULL","1899-12-30","{B3473345-D2D2-4710-A2D3-30690BAB3402}","NULL","NULL","NULL","NULL","4","29739.7888862","45169517.9889","0.004840576558649445","0.3047831065754255"
"849.0","850","2053","38","181494","MEHMET AKÝF ERSOY","2","69419","2014-12-29","{FADF257A-EA58-4D68-A2FC-1312AE52F812}","NULL","NULL","NULL","NULL","42","3082.2923838","475892.256913","5.092891910862818e-05","0.03278613588652743"
"850.0","851","1237","32","191791","GÖKÇEALÝ","2","NULL","NULL","{F3FD987E-6730-40D2-A91F-E55374F93186}","NULL","NULL","TERDEM","2017-02-28","7","16385.5703761","9160277.20272","0.0009829983988538515","0.1660045857136266"
"851.0","852","1622","31","40936","KAVAKLI","2","26","1999-08-16","{C2820F3E-5B39-4175-BE90-2AE5C5F4AB1B}","NULL","NULL","NULL","NULL","6","17490.4247943","9472515.68074","0.0010146293036541465","0.17974802115507876"
"852.0","853","1186","9","40270","KALYONCU KULLUÐU","2","NULL","1899-12-30","{E52A9BDA-3AC3-4CB8-B891-C38F4DAC1C04}","NULL","NULL","NULL","NULL","26","1078.84454625","48950.8557999","5.2409252475627e-06","0.011052340503888185"
"853.0","854","1659","30","191877","KABAKOZ","1","NULL","NULL","{F87F7632-7C08-4BE0-AEA4-F1CFCCD6614D}","NULL","NULL","NULL","NULL","15","24809.8293206","18718531.9794","0.002007603644528899","0.25789314634000915"
"854.0","855","1185","8","191723","MAHMUTÞEVKETPAÞA","1","NULL","NULL","{E88F281A-4B08-4744-B32A-E14F554683D2}","NULL","NULL","NULL","NULL","32","21008.8447982","16146144.3353","0.0017318582591769882","0.21717196811488476"
"855.0","856","2053","38","40880","AKÇABURGAZ","2","69419","2014-12-29","{CF46EE3A-2866-4C10-83F0-50D052CA41F1}","NULL","NULL","NULL","NULL","4","10165.377508","6208305.59359","0.0006649188541132389","0.10356474784158219"
"856.0","857","2053","38","181484","NECÝP FAZIL KISAKÜREK","2","69419","2014-12-29","{B1471DCC-DAC6-45D7-8A15-7B10704D1390}","NULL","NULL","NULL","NULL","37","2885.32479441","336503.100225","3.6019894878336345e-05","0.031415190774070186"
"857.0","858","1186","9","40274","KATÝPMUSTAFA ÇELEBÝ","2","NULL","1899-12-30","{EFC58A25-1014-4569-8E47-E5F6495F1198}","NULL","NULL","NULL","NULL","18","1223.222651","86273.6199682","9.236599908035714e-06","0.012673783063512849"
"858.0","859","2052","37","191997","REÞADÝYE","1","NULL","NULL","{4716D2EC-E3C5-423C-9E75-5BB81ED846B7}","NULL","NULL","NULL","NULL","13","25848.6612908","19412074.3619","0.0020800960081714948","0.2687841789530202"
"859.0","860","1327","12","40333","SULTAN AHMET","2","NULL","1899-12-30","{F620F69F-6907-4529-AC2C-7C9B90AC918B}","NULL","NULL","NULL","NULL","116","2656.71031757","203712.730427","2.1799824821755465e-05","0.028094385182087202"
"860.0","861","1327","12","40310","BÝNBÝRDÝREK","2","NULL","1899-12-30","{A8BB9B07-33AC-4576-B11D-A58C3EBB93A3}","NULL","NULL","NULL","NULL","93","1827.55886891","158367.131991","1.694798811513465e-05","0.019706261414691548"
"861.0","862","1186","9","40306","SÜTLÜCE","2","NULL","1899-12-30","{B61D8B99-4C05-47D2-BE40-91AA3E014957}","NULL","NULL","TERDEM","2017-02-16","44","3719.5913066","678358.868182","7.264330758971482e-05","0.03879898939853456"
"862.0","863","1327","12","40323","MESÝHPAÞA","2","NULL","1899-12-30","{90710419-E05A-4CA1-A6DC-406FFB0B38E1}","NULL","NULL","NULL","NULL","106","1220.48503926","78204.2602288","8.369337820113287e-06","0.01304960842435057"
"863.0","864","1327","12","40422","DERVÝÞ ALÝ","2","NULL","1899-12-30","{99E0E1D6-194C-443F-ADF1-46C1F4226396}","NULL","NULL","NULL","NULL","15","3536.11343891","364795.776396","3.905195387687854e-05","0.03658717777968752"
